Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,53,7155,22641509,36298293,0,1,May,2,2,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,150,3147584294,5547653,6061121,0,6,May,2,2,5,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,3219583333,0,22222222,0,0,May,3,2,6,5,Returning_Visitor,FALSE,FALSE
3,9,0,0,22,1695,9090909,31818182,0,0,May,2,4,4,3,Returning_Visitor,FALSE,FALSE
2,8975,1,89,49,21043114,9615385,1954189,8979934615,8,May,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,499,0,18181818,86388,0,May,2,2,6,2,New_Visitor,TRUE,TRUE
0,0,0,0,9,120,0,44444444,0,8,May,2,4,9,2,Returning_Visitor,FALSE,FALSE
9,28175,2,1445,116,7009095996,0,11083789,4947766276,8,May,6,2,2,3,Returning_Visitor,FALSE,FALSE
10,5135535714,9,186,105,8704372405,26260504,50212934,2579064935,0,May,3,2,2,11,Returning_Visitor,TRUE,FALSE
1,0,0,0,1,0,2,2,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,42,205825,21138211,51219512,0,2,May,2,10,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,4,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
4,69,1,0,19,5805,10526316,49122807,2232934737,0,May,2,2,1,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,2,2,0,0,May,3,2,3,15,Returning_Visitor,TRUE,FALSE
3,13175,0,0,52,1701857143,32,1918951,0,0,May,1,1,5,1,Returning_Visitor,FALSE,FALSE
4,155,0,0,15,3127,1,45,0,8,May,4,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,2,2,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
1,4,0,0,9,495,22222222,44444444,0,2,May,3,2,2,19,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,202,33333333,5,0,4,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
1,45,0,0,39,9083333333,0,125,336501,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,4805,33333333,73333333,0,0,May,2,2,7,6,Returning_Visitor,FALSE,FALSE
11,1438333333,3,4045833333,58,3473857143,5714286,16111111,2568454762,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,277,0,4,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,226,86666667,133333333,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,138,2,1,0,8,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,59,0,75,0,8,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,May,2,2,4,3,New_Visitor,FALSE,FALSE
1,3,0,0,19,273,35294118,70588235,0,0,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,0,2,2,0,8,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,360,0,1875,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,40,0,1,0,0,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,2,28,1,0,66666667,133333333,0,6,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,15475,0,7407407,0,0,May,4,2,2,2,Returning_Visitor,FALSE,FALSE
2,37,0,0,25,112725,2666667,28,1856148,0,May,2,5,3,4,Returning_Visitor,FALSE,FALSE
8,1811666667,3,52,29,9960833333,2777778,35515873,6310740741,4,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,2277,27777778,38888889,0,4,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
3,45,0,0,10,5793333333,0,22222222,0,0,May,1,1,2,5,New_Visitor,FALSE,FALSE
2,33,0,0,12,237,0,14285714,0,0,May,4,2,9,3,Returning_Visitor,FALSE,FALSE
3,545,4,472,14,6785,0,10526316,0,6,May,3,2,3,2,New_Visitor,FALSE,FALSE
2,16875,0,0,29,3098033333,0,25806452,0,0,May,2,4,5,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,81,8,133333333,0,1,May,1,1,2,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,2851666667,0,2597403,0,0,May,1,1,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,3402,66666667,75,0,0,May,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,231,12,14,0,0,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
7,146,2,37,28,2054114286,0,11877551,5789028571,0,May,1,1,9,3,Returning_Visitor,FALSE,FALSE
2,20,0,0,21,2008833333,0,22857143,0,6,May,4,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,10659,16666667,4021164,0,1,May,1,1,1,6,Returning_Visitor,TRUE,FALSE
4,431,0,0,6,619,0,25,0,0,May,1,8,2,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,5841333333,0,7142857,0,0,May,2,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,2,2,0,6,May,1,1,7,3,New_Visitor,FALSE,FALSE
11,2108555556,0,0,149,4107119658,6369427,13305319,513385987,6,May,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,2935,5,75,0,6,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
3,5833333333,0,0,9,2296666667,33333333,41666667,0,0,May,1,8,3,1,Returning_Visitor,TRUE,FALSE
2,32,0,0,11,1558333333,0,34615385,0,2,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
1,5,0,0,92,1688058761,4347826,16494134,0,0,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,234,22222222,88888889,0,4,May,2,5,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,1972,30769231,38461538,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,2,3966666667,89,3509130952,5617978,15248796,428662809,0,May,2,4,3,6,Returning_Visitor,TRUE,FALSE
5,52,0,0,16,8665,0,11764706,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,2,499,12,755,0,15384615,71488,0,May,2,5,2,2,New_Visitor,FALSE,TRUE
1,27,0,0,4,30,4,8,0,6,May,3,2,2,11,New_Visitor,FALSE,FALSE
7,925,0,0,48,168152381,0,16993464,53988,0,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
5,70,0,0,61,263561627,0,3389831,0,6,May,1,8,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,2315,36363636,72727273,0,6,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
3,4933333333,2,3461666667,9,1943333333,0,2857143,0,6,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
5,427,2,108,36,1564161905,18333333,24900794,0,0,May,3,3,1,2,Returning_Visitor,FALSE,FALSE
14,6625357143,2,58,41,8542863248,1875,21194084,1017225,0,May,3,2,4,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,1245,5,7,0,6,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,102175,0,21354167,0,4,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
5,626,1,66,77,266015,0,8227848,4192518987,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,12,5,12,0,6,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
2,109,5,125,1,34,0,952381,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,17,1,15,0,6,May,1,1,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,36,1135166667,7407407,40277778,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
3,91,0,0,13,2982333333,0,4,0,0,May,1,1,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,5545,0,18181818,4962545455,0,May,2,4,5,2,New_Visitor,FALSE,TRUE
2,23,0,0,22,3356666667,0,11904762,0,0,May,2,2,1,2,New_Visitor,TRUE,FALSE
8,1313333333,1,4,95,2107583333,0,4166667,0,0,May,2,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,9633333333,0,5,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
9,1285714286,1,1066666667,75,2755336111,28125,12821256,8569134167,0,May,4,2,6,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,69,6532777778,14705882,53431373,0,6,May,2,4,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,44,0,5,0,0,May,2,4,3,2,New_Visitor,TRUE,FALSE
5,2303333333,2,64,33,964047619,0,22857143,0,0,May,3,2,7,6,Returning_Visitor,FALSE,FALSE
2,90,0,0,22,6506666667,26086957,45217391,0,0,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
7,2453333333,0,0,5,2566666667,27272727,51818182,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,28,12,16,0,4,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,1516966667,0,24242424,0,2,May,1,1,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,6480678571,16666667,35648148,0,4,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,462,125,5,0,0,May,1,1,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,63,0,33333333,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
1,337,1,39,16,6305,0,625,28794,0,May,3,2,1,11,Returning_Visitor,TRUE,TRUE
0,0,0,0,5,42,4,8,0,0,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,6886666667,42105263,52631579,0,4,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,181,0,625,0,1,May,1,1,3,2,Returning_Visitor,TRUE,FALSE
3,1175,0,0,14,2854166667,0,625,0,0,May,3,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,7,6133333333,14285714,68571429,0,0,May,1,2,1,2,Returning_Visitor,TRUE,FALSE
6,1055,0,0,81,2961483333,7058824,26666667,0,0,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,406,30434783,5942029,0,2,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
6,625,0,0,60,322275873,14367816,16601512,0,6,May,3,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,128,28571429,57142857,0,6,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
5,243,0,0,19,5007880952,0,17105263,0,0,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
1,9,0,0,22,37575,53968254,56349206,0,0,May,3,2,4,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,5349166667,0,2125,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,134,0,25,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,2098238095,37037037,43518519,0,8,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
2,165,0,0,48,8691,8510638,14967916,3060765957,0,May,2,10,4,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,0,0,2,2,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
2,40,0,0,21,14945,9090909,4545455,0,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
2,12,0,0,13,510,0,35714286,0,1,May,1,1,2,3,Returning_Visitor,TRUE,FALSE
0,0,2,52,12,69925,23809524,28571429,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,3313333333,53333333,96,0,0,May,2,10,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,2,2,0,0,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,321,0,5,0,2,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,88,115384615,125641026,0,6,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
2,58,5,115,71,1563930952,6578947,17192982,0,8,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,55,44444444,111111111,0,0,May,3,5,1,3,Returning_Visitor,FALSE,FALSE
11,7975,0,0,31,41925,6818182,26893939,0,8,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
6,1095,1,21,157,4643755952,1687764,10776613,7152750452,8,May,2,5,2,4,Returning_Visitor,FALSE,FALSE
0,0,1,172,21,5645,0,42965368,0,8,May,3,3,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,6566666667,66666667,1,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,May,1,1,3,3,New_Visitor,FALSE,FALSE
1,4716666667,1,3,42,1462659125,4651163,19047619,7734903101,0,May,2,2,6,4,Returning_Visitor,FALSE,TRUE
2,115,2,31,23,4046190476,0,26,0,0,May,1,1,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,392,0,26923077,0,6,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,9607333333,15789474,51754386,0,0,May,2,2,4,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,2,2,0,4,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,7262761905,31578947,56052632,0,1,May,2,2,4,13,Returning_Visitor,TRUE,FALSE
4,713,0,0,66,4415333333,9950249,2453119,0,4,May,2,2,6,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,40,142857143,157142857,0,6,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
6,140,1,12,52,723315873,1212121,6277056,4504381818,0,May,3,2,4,11,Returning_Visitor,FALSE,FALSE
10,75075,3,80,49,108805,11320755,21069182,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
8,1216666667,2,62,30,168872619,0,11764706,1508488235,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,0,2,2,0,2,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,50,9989545455,76,25933333,0,8,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
5,243,3,106,22,1654722222,28571429,28214286,31178125,0,May,4,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,2815,16666667,20833333,0,0,May,2,4,7,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,14,1501,93333333,126666667,0,0,May,3,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,1535833333,0,20512821,0,0,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,109,0,33333333,0,0,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,19,4835833333,21052632,25789474,0,2,May,1,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,5863333333,10526316,37593985,0,4,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,8,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,2213,4545455,31060606,0,2,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,505,57142857,1,0,0,May,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,2,10,15,178,19607843,43137255,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
4,7083333333,1,30,27,1150192063,3125,125,23554375,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,2,2,0,0,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
6,8608333333,0,0,32,8929166667,5714286,11428571,0,0,May,2,2,1,5,New_Visitor,TRUE,FALSE
0,0,0,0,12,173,0,16666667,0,8,May,1,1,6,1,Returning_Visitor,FALSE,FALSE
10,2525,2,506,14,2896666667,0,21212121,2977418182,0,May,2,4,4,2,Returning_Visitor,FALSE,TRUE
4,126,0,0,22,6339857143,4166667,21296296,0,0,May,3,2,4,2,Returning_Visitor,FALSE,FALSE
5,318,0,0,36,1837966667,32894737,44423559,0,4,May,3,2,1,11,Returning_Visitor,FALSE,FALSE
9,3311666667,4,154,154,8038325302,7332941,27963219,0,0,May,2,2,1,5,Returning_Visitor,FALSE,FALSE
9,1695,2,724,31,7069837662,5714286,23761905,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,352,0,5,0,4,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
12,2034714286,1,0,220,1130809795,1699507,12414872,673127586,8,May,2,2,5,6,Returning_Visitor,FALSE,FALSE
2,94,0,0,9,5015,6,106666667,0,8,May,3,2,8,13,Returning_Visitor,FALSE,FALSE
8,359,1,16,19,4976666667,7692308,23076923,0,0,May,2,4,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,406,64285714,79166667,0,6,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
7,1355,2,30,129,4115978571,1470588,11288515,2273598775,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,2333333333,15,1625,0,0,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,1215,25,66666667,0,0,May,2,4,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,869,0,22222222,0,0,May,2,5,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,403,5,1,0,0,May,1,1,1,15,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,12,0,1,0,0,May,1,1,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,865,26666667,4,57584,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
1,13,0,0,13,2203333333,0,2197802,0,0,May,2,2,8,16,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,222,133333333,133333333,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
4,21,0,0,16,6571666667,0,25,0,0,May,2,2,2,11,Returning_Visitor,FALSE,FALSE
3,109,0,0,6,131,0,28571429,0,0,May,1,1,7,3,New_Visitor,FALSE,FALSE
3,189,1,32,26,15179,0,7142857,3434857143,0,May,2,2,7,1,New_Visitor,FALSE,TRUE
1,36,0,0,17,5382878788,0,17708333,18370625,0,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
2,25,3,52,60,4139625,13636364,32912458,5976060606,4,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,4,140,26,8328333333,6896552,40229885,0,0,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,464,0,22222222,2931555556,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,8216666667,0,0,45,6734813797,16326531,25194363,1515205714,2,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,217,5555556,31481481,0,8,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,4729952381,15384615,30769231,0,0,May,2,4,2,3,Returning_Visitor,TRUE,FALSE
8,63,0,0,36,1500380952,10810811,1981982,1433124324,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,241,0,33333333,0,0,May,2,10,2,3,Returning_Visitor,FALSE,FALSE
2,1015,0,0,16,6926666667,0,125,14623875,0,May,2,2,5,2,New_Visitor,FALSE,TRUE
19,7048699248,2,2695,187,9487639162,0,14896228,2873954681,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,4555,0,14285714,0,0,May,2,10,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,2,49,0,1,0,0,May,2,4,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,259,1,15,0,6,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,206515,5,34444444,0,8,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,419075,21764706,74369748,0,0,May,2,2,8,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,65,1,111111111,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
2,27,2,6,6,1292,2962963,77777778,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,6074666667,0,2777778,3997777778,0,May,1,1,1,2,Returning_Visitor,TRUE,TRUE
24,1961385918,1,28,113,8699407065,19308469,47477294,2613452922,0,May,2,2,6,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,202225,8333333,48611111,0,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,76125,0,14035088,0,0,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
7,11425,1,1733333333,25,8745833333,0,12345679,5433103704,0,May,2,5,2,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,21,1483,7894737,21754386,0,1,May,1,1,3,7,Returning_Visitor,TRUE,FALSE
2,100,0,0,22,6395,0,8695652,1013721739,0,May,1,1,1,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,18,356,11111111,38888889,0,2,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
12,4325833333,3,112,42,2132683333,21288515,41498896,0,6,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,4310833333,18181818,22727273,0,6,May,3,2,7,13,Returning_Visitor,FALSE,FALSE
9,118,2,10,16,40195,4761905,13015873,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,2524,8928571,51785714,0,0,May,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,1515,16666667,66666667,0,0,May,2,2,2,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,1175,5,5,0,6,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,82265,20689655,20804598,0,1,May,1,1,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,102,0,1,0,0,May,2,2,9,4,Returning_Visitor,FALSE,FALSE
5,9966666667,0,0,14,1714166667,0,22222222,33196,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
8,3645,0,0,26,7835,7692308,13461538,0,0,May,1,2,4,15,Returning_Visitor,TRUE,FALSE
12,3458333333,0,0,52,3258071212,0,327381,0,0,May,1,2,2,2,Returning_Visitor,TRUE,FALSE
1,1142857143,2,146,20,1329261905,10434783,1955353,2079115942,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,May,2,2,7,4,Returning_Visitor,FALSE,FALSE
1,19,0,0,8,87,0,14285714,0,6,May,2,2,1,3,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,43,8138,23255814,3255814,0,6,May,2,5,1,2,Returning_Visitor,FALSE,FALSE
4,2486666667,3,3823333333,30,1039477564,4285714,7428571,9511714286,0,May,3,2,2,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,531,0,11111111,0,8,May,4,1,1,2,Returning_Visitor,FALSE,FALSE
5,168,0,0,31,1239083333,6666667,2,0,0,May,3,2,6,13,Returning_Visitor,FALSE,FALSE
5,1063214286,4,189,37,1306028022,4263566,10939177,333335814,0,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
2,48,0,0,24,54375,16,408,0,8,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,3156,22222222,37037037,0,0,May,2,2,2,7,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,2588333333,375,3125,0,0,May,3,2,6,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,27,420,0,7692308,0,0,May,2,2,9,1,Returning_Visitor,TRUE,FALSE
10,262,0,0,22,6234166667,18518519,4526749,0,2,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
4,122,3,124,12,1040333333,0,10526316,0,0,May,2,2,5,2,Returning_Visitor,FALSE,FALSE
1,11,3,275,154,3395729484,7660455,12253894,1913415285,8,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
3,90,0,0,4,126,0,14285714,0,0,May,2,2,6,5,New_Visitor,FALSE,FALSE
0,0,0,0,2,21,0,1,0,0,May,3,2,1,3,New_Visitor,FALSE,FALSE
3,166,1,140,35,7015,29411765,5,0,0,May,2,5,6,1,Returning_Visitor,TRUE,FALSE
14,2301069444,0,0,52,2059109203,3747073,8451124,7610431148,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,11,33333333,166666667,0,6,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
2,95,0,0,10,2034166667,0,16666667,0,0,May,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,60,5,75,0,1,May,1,1,1,17,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,65,114285714,15,0,0,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1973333333,952381,41269841,0,8,May,2,10,7,4,Returning_Visitor,FALSE,FALSE
2,30,0,0,24,3006666667,8333333,25,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
1,7,0,0,28,471,2962963,66666667,0,1,May,2,2,7,3,Returning_Visitor,TRUE,FALSE
4,1184545455,0,0,112,7968903361,3093259,36793698,0,8,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,105,0,125,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,26075,24,50933333,0,0,May,1,1,2,3,Returning_Visitor,FALSE,FALSE
10,1568333333,2,14,51,8656722222,7407407,19191919,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,42,1076977778,1097561,29430894,0,6,May,2,2,7,1,Returning_Visitor,FALSE,FALSE
10,2903333333,0,0,60,2818094444,16666667,18387097,2050814516,0,May,1,1,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,2349666667,0,33333333,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
1,113,0,0,13,935,0,27272727,0,6,May,1,1,1,2,New_Visitor,FALSE,FALSE
2,45,0,0,22,1662733333,0,3015873,5997142857,1,May,2,2,4,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,2,2,0,8,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
2,199,0,0,10,155,0,45454545,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,4366,2564103,82692308,0,6,May,1,6,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,80,1,133333333,0,1,May,1,1,1,3,Returning_Visitor,TRUE,FALSE
2,265,0,0,47,716625,0,9574468,0,0,May,2,4,6,5,New_Visitor,FALSE,FALSE
2,77,0,0,32,1223416667,0,10784314,2150094118,0,May,3,2,4,2,Returning_Visitor,FALSE,TRUE
2,161,0,0,28,128675,0,7692308,0,0,May,1,2,6,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,83,0,5,0,6,May,1,2,2,4,New_Visitor,FALSE,FALSE
0,0,0,0,35,8976666667,11764706,17016807,5220705882,0,May,3,2,2,3,Returning_Visitor,FALSE,TRUE
8,53575,2,12,22,2178672222,1382716,32020784,150047619,0,May,1,2,2,13,Returning_Visitor,FALSE,FALSE
5,88,0,0,34,3195828571,2564103,15897436,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1165,0,5,0,0,May,4,2,1,5,New_Visitor,FALSE,FALSE
